annual_income,interest_rate,employment_length_years,num_delinquencies_2yr,months_since_oldest_account,num_open_accounts,loan_amount,dti_ratio,months_since_last_delinquency,pct_accounts_current,high_earner_low_stability_flag,loan_to_income_ratio,debt_servicing_stress_index,delinquency_concentration,default_flag,data_split,pred_prob
32548.0,10.22,0.0,0,112.0,5,22499.0,0.126,-1.0,69.3,0,0.69125599115153,1.2877200000000002,0.0,0,train,0.15345507999301747
38332.0,9.04,15.3,0,241.0,4,11438.0,0.201,-1.0,92.6,0,0.29839298758217675,1.81704,0.0,0,train,0.05246587295457932
98349.0,12.57,7.4,2,81.0,8,6341.0,0.12,1.0,88.1,0,0.06447447355845001,1.5084,0.024691358024691357,0,train,0.1153800781085232
62154.0,13.58,6.1,0,98.0,12,10581.0,0.242,-1.0,87.7,0,0.17023844000386137,3.2863599999999997,0.0,0,test,0.11526005972751532
30974.0,16.67,4.0,3,174.0,10,5707.0,0.323,10.0,49.8,0,0.1842513075482663,5.384410000000001,0.017241379310344827,1,train,0.4782951871394776
58722.0,20.36,4.0,3,254.0,8,6730.0,0.265,1.0,85.7,0,0.11460781308538537,5.3954,0.011811023622047244,0,test,0.11678013426331209
76711.0,6.34,3.5,0,115.0,12,15267.0,0.142,-1.0,98.3,0,0.19901969730547117,0.9002799999999999,0.0,0,train,0.040088291228585225
68397.0,5.48,9.0,0,121.0,10,10248.0,0.095,-1.0,98.0,0,0.14983113294442738,0.5206000000000001,0.0,0,test,0.028674177813640667
87128.0,12.61,9.9,0,135.0,13,6834.0,0.179,83.0,63.8,0,0.07843632356992011,2.2571899999999996,0.0,0,test,0.12600335426373038
49012.0,11.55,3.5,0,210.0,7,8155.0,0.162,-1.0,81.1,0,0.16638782339019015,1.8711000000000002,0.0,0,test,0.05976468726434359
40408.0,10.56,6.9,0,215.0,8,7509.0,0.161,-1.0,81.3,0,0.18582953870520688,1.7001600000000001,0.0,0,test,0.04482876731524945
89334.0,5.0,12.1,0,151.0,7,9636.0,0.195,-1.0,94.2,0,0.1078648666800994,0.9750000000000001,0.0,0,train,0.015888354122385324
27033.0,12.17,7.2,0,234.0,6,7238.0,0.394,-1.0,90.9,0,0.26774682795102284,4.79498,0.0,0,test,0.09043353339528871
82641.0,12.68,24.7,3,229.0,6,11109.0,0.212,37.0,81.2,0,0.13442480124877482,2.68816,0.013100436681222707,0,test,0.08668093114503238
67532.0,15.62,7.2,5,282.0,11,20055.0,0.112,7.0,46.5,0,0.2969703251791743,1.7494399999999999,0.01773049645390071,0,train,0.20539600892508028
44783.0,11.48,7.7,0,98.0,10,9622.0,0.152,-1.0,95.4,0,0.21485831677198938,1.74496,0.0,0,train,0.07501850681423704
37557.0,11.3,12.4,0,277.0,10,14691.0,0.162,-1.0,64.0,0,0.39116542854860614,1.8306000000000002,0.0,0,train,0.0500635297120653
62586.0,15.45,3.6,0,274.0,8,20120.0,0.214,-1.0,88.5,0,0.3214776467580609,3.3063,0.0,0,test,0.046138243333106815
49908.0,15.77,4.3,2,108.0,9,9217.0,0.235,1.0,74.7,0,0.1846798108519676,3.7059499999999996,0.018518518518518517,1,test,0.22485531389423702
66609.0,16.34,0.0,4,27.0,11,7570.0,0.209,1.0,46.5,0,0.11364830578450359,3.41506,0.14814814814814814,1,train,0.5461069703920743
79030.0,9.58,2.2,0,71.0,12,9407.0,0.133,84.0,65.0,0,0.11903074781728458,1.27414,0.0,0,train,0.1264135768662948
31595.0,15.31,4.9,1,211.0,12,7917.0,0.353,1.0,81.4,0,0.2505776230416205,5.40443,0.004739336492890996,1,train,0.16623101383466718
147409.0,15.39,0.9,2,164.0,3,11703.0,0.126,42.0,54.7,1,0.07939135330949942,1.93914,0.012195121951219513,0,test,0.24007819956685753
44724.0,16.08,9.7,4,195.0,11,10703.0,0.178,41.0,81.1,0,0.23931222609784455,2.8622399999999995,0.020512820512820513,0,test,0.3104842864954196
17353.0,14.7,5.1,0,147.0,9,8191.0,0.133,-1.0,56.3,0,0.47202212873854665,1.9551,0.0,0,test,0.2429986379537292
47965.0,11.7,5.1,1,151.0,10,8185.0,0.36,11.0,75.0,0,0.17064526217033255,4.212,0.006622516556291391,0,train,0.18721358902218752
53055.0,15.8,8.7,4,306.0,6,10023.0,0.263,1.0,70.0,0,0.1889171614362454,4.1554,0.013071895424836602,1,test,0.11297137283331399
53556.0,13.16,4.1,2,71.0,0,5410.0,0.222,7.0,58.0,0,0.1010157592053178,2.92152,0.028169014084507043,0,test,0.5179102712162449
32210.0,11.86,6.6,0,258.0,6,10306.0,0.165,-1.0,94.8,0,0.319962744489289,1.9569,0.0,0,train,0.06365603992957646
45966.0,14.5,0.0,1,72.0,9,6654.0,0.261,21.0,70.0,0,0.14475916982117218,3.7845,0.013888888888888888,0,train,0.3854052091935078
26126.0,13.58,0.0,0,26.0,4,4465.0,0.169,-1.0,94.6,0,0.1709025491847202,2.29502,0.0,1,test,0.39402875052264796
70015.0,18.99,3.3,3,180.0,7,8994.0,0.386,41.0,65.4,0,0.1284581875312433,7.330139999999999,0.016666666666666666,0,train,0.21417248902059577
59671.0,9.5,13.4,0,279.0,6,9421.0,0.143,-1.0,82.2,0,0.15788238842989058,1.3584999999999998,0.0,0,train,0.02430159187170662
51131.0,10.15,7.6,0,201.0,15,10879.0,0.106,-1.0,93.0,0,0.21276720580469774,1.0759,0.0,0,test,0.1092216071449671
12616.0,11.54,5.5,0,152.0,6,5164.0,0.224,-1.0,93.6,0,0.40932149651236527,2.5849599999999997,0.0,0,train,0.19698093357180402
71217.0,14.98,6.6,2,132.0,8,8516.0,0.239,1.0,87.7,0,0.11957819060055885,3.5802199999999997,0.015151515151515152,1,train,0.10714884433873119
105020.0,11.22,4.7,0,112.0,8,8898.0,0.282,-1.0,83.0,0,0.08472671872024376,3.16404,0.0,0,train,0.04247642962378435
199202.0,5.0,10.1,0,266.0,7,9274.0,0.05,-1.0,63.4,0,0.04655575747231454,0.25,0.0,0,test,0.013117321046631242
48489.0,12.56,10.5,0,283.0,8,10154.0,0.119,-1.0,77.1,0,0.20940831941265028,1.49464,0.0,0,train,0.04057148953110935
139028.0,10.3,4.7,0,203.0,5,13425.0,0.05,31.0,92.6,0,0.09656328221653192,0.515,0.0,0,train,0.027414457901861814
35388.0,13.55,2.9,0,166.0,5,13321.0,0.378,-1.0,63.4,0,0.3764270374138126,5.1219,0.0,0,train,0.15794528690797024
20111.0,12.3,1.0,0,137.0,14,7245.0,0.144,-1.0,95.5,0,0.3602506091193874,1.7711999999999999,0.0,0,train,0.44096410474013775
69919.0,6.2,0.7,0,119.0,7,12995.0,0.114,-1.0,85.0,0,0.1858579213089432,0.7068000000000001,0.0,0,train,0.051747380778046685
84791.0,9.38,1.7,0,305.0,11,19410.0,0.157,-1.0,87.8,0,0.22891580474342796,1.47266,0.0,0,train,0.035414047393102166
37558.0,12.5,6.9,1,266.0,9,8012.0,0.233,3.0,80.2,0,0.21332339315192503,2.9125,0.0037593984962406013,0,train,0.0936073959026024
17668.0,9.03,2.3,0,65.0,4,11149.0,0.195,-1.0,91.5,0,0.6310278469549468,1.76085,0.0,0,train,0.3381306862246408
31174.0,17.13,4.7,1,85.0,6,10903.0,0.256,1.0,88.2,0,0.3497465836915378,4.38528,0.011764705882352941,0,train,0.3298854164925436
48431.0,12.79,0.5,1,48.0,6,11710.0,0.231,25.0,75.7,0,0.2417872850034069,2.95449,0.020833333333333332,0,test,0.47334782051360585
44433.0,6.23,5.6,0,240.0,4,12628.0,0.182,-1.0,81.5,0,0.28420318231944725,1.13386,0.0,0,train,0.058491336760279504
43729.0,15.58,0.8,2,211.0,6,7924.0,0.363,38.0,77.8,0,0.18120697935008803,5.65554,0.009478672985781991,1,train,0.2835602681853097
71079.0,9.56,6.2,1,122.0,10,8146.0,0.297,1.0,65.0,0,0.11460487626443816,2.83932,0.00819672131147541,0,train,0.07718679259711132
28106.0,16.05,6.2,0,107.0,9,5576.0,0.373,-1.0,66.9,0,0.19839180246210775,5.98665,0.0,1,train,0.22339521592708883
36922.0,9.73,6.3,1,37.0,10,10690.0,0.122,30.0,76.5,0,0.2895292779372732,1.18706,0.02702702702702703,1,test,0.2777436807913328
70669.0,15.14,0.0,4,94.0,8,9809.0,0.266,17.0,62.8,0,0.13880202068799616,4.02724,0.0425531914893617,1,train,0.4626369950660087
131303.0,13.26,7.7,0,176.0,12,10357.0,0.415,-1.0,97.4,0,0.07887862425077874,5.5028999999999995,0.0,0,train,0.031506459188484416
28985.0,17.4,4.7,0,91.0,3,6882.0,0.396,4.0,91.6,0,0.2374331550802139,6.8904,0.0,1,test,0.4740961293866639
59941.0,7.76,11.6,0,224.0,11,7271.0,0.225,109.0,80.9,0,0.12130261423733338,1.746,0.0,0,test,0.03153873102620034
63214.0,8.31,2.8,0,255.0,9,10996.0,0.18,-1.0,90.0,0,0.1739488088081754,1.4958,0.0,0,train,0.027264515313595885
84965.0,12.47,11.2,0,176.0,6,6385.0,0.43,-1.0,61.4,0,0.07514859059612782,5.3621,0.0,0,test,0.04168961944336605
57838.0,9.31,0.5,0,177.0,8,7711.0,0.144,-1.0,87.3,0,0.13332065424115633,1.34064,0.0,0,train,0.052303778444405855
17408.0,16.62,1.7,4,37.0,8,11006.0,0.298,9.0,82.0,0,0.6322380514705882,4.9527600000000005,0.10810810810810811,1,train,0.8048569376246036
20270.0,8.92,8.5,0,286.0,5,2887.0,0.207,-1.0,99.9,0,0.14242723236309818,1.8464399999999999,0.0,0,test,0.06244274690000144
82030.0,13.69,4.1,0,75.0,9,10422.0,0.213,-1.0,78.4,0,0.12705107887358283,2.9159699999999997,0.0,0,test,0.08447172547389499
23044.0,13.94,2.8,2,44.0,8,6835.0,0.328,23.0,67.2,0,0.29660649192848465,4.57232,0.045454545454545456,0,train,0.649234763995956
53489.0,17.94,12.0,0,314.0,4,13485.0,0.255,-1.0,94.8,0,0.2521079100375778,4.5747,0.0,0,train,0.06589757971638746
36488.0,14.97,13.5,0,44.0,12,10377.0,0.211,-1.0,99.5,0,0.2843948695461522,3.15867,0.0,0,train,0.1582939898384077
19989.0,15.53,5.5,2,145.0,11,6416.0,0.298,2.0,78.5,0,0.32097653709540247,4.62794,0.013793103448275862,0,train,0.6139835675337723
58192.0,11.9,10.1,0,267.0,4,12331.0,0.277,-1.0,93.3,0,0.21190197965356064,3.2963000000000005,0.0,0,train,0.04902765720644021
44318.0,10.34,3.5,0,149.0,6,8043.0,0.293,-1.0,83.5,0,0.18148382147208808,3.02962,0.0,0,test,0.071445923572776
48451.0,9.1,4.8,0,287.0,2,12758.0,0.193,-1.0,97.6,0,0.26331757858454935,1.7563,0.0,0,test,0.057142058380681454
125960.0,10.78,1.7,3,88.0,7,11318.0,0.203,5.0,82.8,1,0.0898539218799619,2.18834,0.03409090909090909,0,train,0.2340572165044013
84160.0,11.28,0.5,0,62.0,6,15887.0,0.233,-1.0,52.5,0,0.18877138783269962,2.62824,0.0,0,train,0.15155751761786843
27323.0,14.49,9.9,1,444.0,4,4707.0,0.313,5.0,82.2,0,0.17227244446071074,4.53537,0.0022522522522522522,0,train,0.21929068129318025
49741.0,14.32,0.0,1,222.0,13,6221.0,0.288,53.0,95.8,0,0.1250678514706178,4.12416,0.0045045045045045045,0,train,0.3007776165960132
75397.0,8.75,3.7,1,130.0,16,14227.0,0.197,2.0,85.9,0,0.18869451039166016,1.7237500000000001,0.007692307692307693,0,test,0.23119677377707584
167322.0,9.56,1.8,0,102.0,7,15985.0,0.103,-1.0,92.5,1,0.09553435890080204,0.98468,0.0,0,train,0.03688056509619534
247402.0,10.43,12.5,3,383.0,10,17019.0,0.05,1.0,60.0,0,0.06879087477061624,0.5215,0.007832898172323759,0,test,0.026407783819879675
59550.0,8.44,9.9,0,86.0,7,7869.0,0.139,-1.0,90.3,0,0.1321410579345088,1.17316,0.0,0,test,0.04161789537464764
78640.0,7.78,2.8,0,248.0,12,5310.0,0.19,-1.0,97.1,0,0.06752288911495422,1.4782,0.0,0,train,0.03310715599334115
31814.0,13.58,6.5,0,196.0,6,7366.0,0.213,-1.0,86.0,0,0.2315332872320362,2.89254,0.0,0,train,0.10336456421238477
54572.0,13.36,0.8,0,212.0,9,5389.0,0.104,-1.0,94.8,0,0.09875027486623177,1.3894399999999998,0.0,0,train,0.06569037761525887
52489.5,8.75,0.9,0,129.0,6,19859.0,0.218,-1.0,75.7,0,0.3783423351336934,1.9075,0.0,0,test,0.09953422880439389
55759.0,11.69,5.8,0,316.0,6,10511.0,0.138,-1.0,94.8,0,0.18850768485804983,1.61322,0.0,0,train,0.030018983357749544
64439.0,14.51,0.0,2,175.0,10,5525.0,0.447,1.0,63.6,0,0.08574000217259733,6.48597,0.011428571428571429,0,train,0.22998240068560016
38835.0,15.83,2.0,1,147.0,4,3097.0,0.261,1.0,68.2,0,0.07974765031543711,4.13163,0.006802721088435374,1,train,0.3162369690329973
33794.0,11.11,7.4,1,378.0,4,14762.0,0.224,10.0,92.0,0,0.4368231046931408,2.4886399999999997,0.0026455026455026454,0,train,0.11373451372551087
16526.0,17.95,4.3,3,174.0,4,6266.0,0.411,13.0,74.5,0,0.3791601113397071,7.37745,0.017241379310344827,1,test,0.6842363350864298
44977.0,11.26,5.3,0,85.0,7,8278.0,0.367,-1.0,55.6,0,0.18404962536407496,4.13242,0.0,1,train,0.11572948430011945
76136.0,8.56,3.1,0,260.0,10,15503.0,0.193,-1.0,77.3,0,0.20362246506251971,1.6520800000000002,0.0,0,train,0.03328548910429307
27344.0,9.32,6.9,0,57.0,7,10247.0,0.124,-1.0,82.5,0,0.37474400234055005,1.15568,0.0,0,train,0.1271296262171382
38207.0,11.22,2.2,2,145.0,8,21371.0,0.17,31.0,89.4,0,0.5593477634988353,1.9074000000000002,0.013793103448275862,0,train,0.24584924386040857
61037.0,13.02,3.9,0,47.0,7,24428.0,0.12,-1.0,78.5,0,0.40021626226714946,1.5623999999999998,0.0,0,train,0.10117219823682012
84706.0,11.6,6.0,0,248.0,7,10977.0,0.16,5.0,86.9,0,0.1295894033480509,1.8559999999999999,0.0,0,test,0.049762517905430625
165951.0,8.52,4.8,0,384.0,7,12493.0,0.28,53.0,72.1,0,0.07528125772065249,2.3856,0.0,0,train,0.018601086093013124
56381.0,9.71,8.5,0,118.0,11,14438.0,0.093,-1.0,68.6,0,0.2560791756088044,0.9030300000000001,0.0,0,test,0.06918147988431055
19517.0,10.15,3.3,0,224.0,11,8939.0,0.216,-1.0,80.0,0,0.45801096479991804,2.1924,0.0,0,test,0.18366789694663904
64867.0,10.97,0.0,0,175.0,11,15729.0,0.35,-1.0,98.6,0,0.24248076834137544,3.8395,0.0,0,test,0.07560851019046429
35616.0,10.99,14.7,0,212.0,13,8625.0,0.333,-1.0,97.8,0,0.24216644204851753,3.65967,0.0,0,train,0.12662703772041578
18382.0,15.97,13.0,0,271.0,10,13965.0,0.318,-1.0,97.5,0,0.7597105864432597,5.078460000000001,0.0,0,test,0.13199973461174078
41439.0,10.65,4.0,0,71.0,9,4651.0,0.187,-1.0,52.6,0,0.11223726441275127,1.9915500000000002,0.0,0,test,0.11097534084333277
52489.5,9.59,0.0,0,80.0,11,6498.0,0.181,-1.0,87.4,0,0.12379618780899036,1.73579,0.0,0,test,0.18681308634512858
20157.0,15.83,4.4,0,238.0,5,3872.0,0.356,-1.0,79.0,0,0.19209207719402688,5.635479999999999,0.0,0,train,0.189042317190884
113137.0,5.38,4.7,0,293.0,9,7829.0,0.057,6.0,98.5,0,0.06919928935715107,0.30666,0.0,0,train,0.01900729740545003
21987.0,16.41,6.9,0,176.0,5,4692.0,0.277,-1.0,75.0,0,0.21339882657934234,4.5455700000000006,0.0,0,train,0.2241975517065632
50852.0,15.74,7.2,4,167.0,6,8788.0,0.123,70.0,59.6,0,0.17281522850625344,1.93602,0.023952095808383235,1,train,0.2739107220637635
31087.0,10.03,2.8,0,76.0,10,9813.0,0.204,-1.0,74.2,0,0.31566249557692927,2.0461199999999997,0.0,0,test,0.18715108012544093
87327.0,7.43,0.2,0,264.0,8,15429.0,0.123,1.0,82.8,0,0.17668075165756295,0.91389,0.0,0,train,0.025468972787189712
41327.0,14.36,5.9,0,242.0,7,11631.0,0.264,-1.0,95.1,0,0.2814382848984925,3.79104,0.0,0,train,0.052877615712956676
77284.0,7.42,3.9,0,135.0,11,25892.0,0.203,-1.0,61.4,0,0.33502406707727345,1.5062600000000002,0.0,0,test,0.057832783316862264
72860.0,6.83,0.0,0,291.0,0,12460.0,0.076,53.0,71.6,0,0.1710129014548449,0.51908,0.0,0,test,0.06505787093528667
85213.0,14.58,4.2,3,273.0,6,12612.0,0.115,1.0,78.4,0,0.1480055860021358,1.6767,0.01098901098901099,1,train,0.07612109784752398
46772.0,8.4,0.0,0,95.0,2,8494.0,0.17,17.0,93.2,0,0.181604378688104,1.4280000000000002,0.0,0,train,0.23649511345276533
17748.0,17.91,0.1,0,184.0,11,2745.0,0.359,-1.0,74.3,0,0.1546653144016227,6.42969,0.0,0,train,0.38604949217131906
52489.5,13.94,1.7,0,54.0,7,8958.0,0.241,-1.0,80.6,0,0.1706627039693653,3.35954,0.0,0,train,0.2128937700131034
77491.0,9.8,10.8,0,249.0,6,12373.0,0.213,4.0,84.5,0,0.15967015524383477,2.0874,0.0,0,train,0.04741392066650014
25550.0,15.88,1.7,1,183.0,4,12659.0,0.186,135.0,79.6,0,0.49545988258317025,2.9536800000000003,0.00546448087431694,0,train,0.31417596692670186
124136.0,10.71,10.0,0,167.0,5,11384.0,0.235,27.0,97.4,0,0.09170587098021525,2.5168500000000003,0.0,0,train,0.03021048582766694
55140.0,12.42,5.9,0,227.0,7,9779.0,0.118,-1.0,96.8,0,0.1773485672832789,1.46556,0.0,0,train,0.03219070334198779
17940.0,16.01,4.9,2,43.0,12,3725.0,0.397,1.0,76.5,0,0.2076365663322185,6.355970000000001,0.046511627906976744,1,train,0.6915234686801213
45142.0,10.78,5.1,0,61.0,9,12499.0,0.174,-1.0,99.5,0,0.27688183952859863,1.8757199999999998,0.0,0,test,0.0882408741823589
60112.0,11.66,3.0,1,119.0,12,17303.0,0.141,16.0,57.2,0,0.28784602076124566,1.6440599999999999,0.008403361344537815,0,test,0.21152175852846597
37533.0,15.38,5.7,2,166.0,7,14566.0,0.211,20.0,82.9,0,0.3880851517331415,3.24518,0.012048192771084338,0,train,0.26974866167088796
79168.0,13.36,10.3,0,202.0,10,12395.0,0.305,-1.0,69.8,0,0.15656578415521422,4.0748,0.0,0,train,0.045474095572585305
27998.0,10.46,2.5,0,46.0,9,12917.0,0.245,-1.0,67.5,0,0.4613543824558897,2.5627,0.0,0,test,0.22064846204331934
63977.0,15.95,1.7,0,284.0,9,6997.0,0.109,-1.0,79.8,0,0.10936742891976804,1.7385499999999998,0.0,0,test,0.0709519457112313
52489.5,11.53,3.0,0,75.0,0,4788.0,0.207,-1.0,94.5,0,0.09121824364872974,2.38671,0.0,0,train,0.16844481687782495
16677.0,11.61,1.9,0,111.0,6,5007.0,0.262,-1.0,70.0,0,0.30023385500989386,3.04182,0.0,0,train,0.3134941651760253
47679.0,24.09,1.2,4,92.0,6,7943.0,0.336,25.0,64.3,0,0.16659325908680972,8.094240000000001,0.043478260869565216,0,train,0.6098963099464106
30427.0,9.5,4.0,0,187.0,6,5347.0,0.306,-1.0,56.9,0,0.1757320800604726,2.907,0.0,0,train,0.11096903189708529
52489.5,19.08,5.9,2,249.0,5,4784.0,0.262,38.0,60.2,0,0.0911420379313958,4.998959999999999,0.008032128514056224,1,test,0.24177600704206262
41448.0,8.95,3.2,0,309.0,4,6549.0,0.115,-1.0,82.6,0,0.1580052113491604,1.02925,0.0,0,train,0.06837141379537269
49045.0,12.27,10.3,1,194.0,8,7864.0,0.085,58.0,60.4,0,0.16034254256295238,1.04295,0.005154639175257732,0,train,0.06065306875941578
36703.0,13.05,6.8,3,179.0,4,7854.0,0.132,7.0,81.1,0,0.21398795738767948,1.7226000000000001,0.01675977653631285,0,train,0.3226627201319591
50744.0,8.25,12.4,1,260.0,5,6740.0,0.19,44.0,70.7,0,0.13282358505439068,1.5675000000000001,0.0038461538461538464,0,train,0.03688421827194936
36834.0,15.96,5.0,2,114.0,8,9110.0,0.236,-1.0,63.2,0,0.24732584025628496,3.76656,0.017543859649122806,0,test,0.28048979773011473
52489.5,16.82,4.7,4,182.0,7,12643.0,0.207,21.0,77.1,0,0.24086722106326028,3.48174,0.02197802197802198,1,test,0.3157955491813041
188929.0,10.87,15.3,0,177.0,9,12780.0,0.05,-1.0,90.1,0,0.06764445902958253,0.5435,0.0,0,train,0.01332730140701201
61704.0,10.38,11.7,0,237.0,7,6084.0,0.26,-1.0,74.0,0,0.0985997666277713,2.6988000000000003,0.0,0,train,0.029936473278256017
750000.0,17.07,0.0,2,82.0,5,9396.0,0.434,111.0,49.0,1,0.012528,7.40838,0.024390243902439025,0,test,0.35338712696292035
58747.0,10.81,3.2,0,68.0,9,14342.0,0.174,-1.0,84.6,0,0.24413161523141608,1.88094,0.0,0,test,0.08110974206737502
35954.0,11.52,10.8,0,193.0,3,6281.0,0.198,-1.0,92.7,0,0.17469544417867275,2.28096,0.0,0,train,0.08463875932771521
79223.0,18.23,8.8,3,327.0,10,4036.0,0.178,11.0,80.3,0,0.05094480138343663,3.2449399999999997,0.009174311926605505,0,train,0.1327712205731685
24977.0,9.59,12.6,1,160.0,7,9819.0,0.173,33.0,92.3,0,0.39312167193818315,1.6590699999999998,0.00625,0,train,0.07778131171850299
218548.0,8.71,6.4,0,110.0,6,17839.0,0.069,-1.0,97.3,0,0.08162508922525029,0.6009900000000001,0.0,0,train,0.01993578603301154
57132.0,8.8,9.7,0,173.0,9,10996.0,0.203,-1.0,85.8,0,0.19246656864804312,1.7864000000000002,0.0,0,train,0.031110104235751994
107669.0,8.2,2.6,0,218.0,8,14547.0,0.05,104.0,71.2,1,0.13510852705978507,0.41,0.0,0,train,0.02614700061748347
34646.0,16.91,8.6,3,156.0,11,22077.0,0.335,1.0,56.7,0,0.6372164174796513,5.66485,0.019230769230769232,1,train,0.31570717868859827
34824.0,15.66,1.9,0,233.0,7,11255.0,0.287,-1.0,80.4,0,0.3231966459912704,4.49442,0.0,0,test,0.13258996870728681
45463.0,15.79,8.5,4,89.0,6,19990.0,0.137,1.0,74.4,0,0.4396982161317995,2.16323,0.0449438202247191,1,train,0.3261287592320237
28056.0,15.59,9.1,3,139.0,11,7037.0,0.243,17.0,52.5,0,0.2508197889934417,3.78837,0.02158273381294964,0,train,0.49278434409439364
40436.0,15.27,2.8,3,50.0,12,7236.0,0.163,55.0,86.7,0,0.17894945098427145,2.48901,0.06,0,train,0.458183729405988
27354.0,12.7,3.4,1,109.0,10,3744.0,0.152,11.0,80.9,0,0.13687212107918403,1.9304,0.009174311926605505,0,train,0.29359074831505133
56560.0,8.22,4.6,0,173.0,8,9784.0,0.203,-1.0,88.1,0,0.172984441301273,1.6686600000000003,0.0,0,train,0.03360954489366841
47769.0,14.0,9.6,2,298.0,8,8988.0,0.272,28.0,49.6,0,0.18815549833574075,3.8080000000000003,0.006711409395973154,0,test,0.12850991380904395
174741.0,11.98,6.2,4,123.0,10,23127.0,0.143,35.0,73.3,0,0.132350163956942,1.7131399999999999,0.032520325203252036,0,train,0.1511980193236224
1000000.0,18.58,4.1,4,93.0,13,13346.0,0.242,1.0,48.6,0,0.013346,4.496359999999999,0.043010752688172046,1,train,0.47647926890876646
139345.0,9.34,2.5,3,103.0,5,16782.0,0.171,25.0,79.5,1,0.12043489181527862,1.59714,0.02912621359223301,0,test,0.13511281718919885
40063.0,17.22,4.2,3,117.0,6,8541.0,0.305,70.0,65.4,0,0.21318922696752615,5.2520999999999995,0.02564102564102564,0,train,0.3809053811683264
40599.0,11.84,3.9,2,164.0,10,9940.0,0.276,1.0,85.4,0,0.24483361659154165,3.26784,0.012195121951219513,0,train,0.14720884708652712
21541.0,17.46,13.0,0,270.0,5,20941.0,0.365,-1.0,92.7,0,0.9721461399192238,6.3729000000000005,0.0,0,test,0.11963911619449957
53757.0,12.86,5.4,3,203.0,9,14739.0,0.336,1.0,79.9,0,0.2741782465539372,4.32096,0.014778325123152709,1,test,0.1077645577066242
52489.5,11.32,0.8,0,104.0,8,16729.0,0.14,-1.0,86.5,0,0.31871136131988304,1.5848000000000002,0.0,0,train,0.11598455972668915
52489.5,13.31,0.0,1,100.0,5,11358.0,0.247,22.0,81.3,0,0.2163861343697311,3.28757,0.01,0,train,0.2762031782471974
113841.0,15.46,5.6,3,262.0,5,12064.0,0.125,8.0,51.1,0,0.10597236496517072,1.9325,0.011450381679389313,0,train,0.11211440661558043
53206.0,12.54,0.6,0,102.0,7,23730.0,0.335,-1.0,79.5,0,0.44600233056422206,4.2009,0.0,0,train,0.13443578261842165
104285.0,9.04,3.8,2,182.0,9,9149.0,0.121,4.0,86.0,0,0.08773073788176632,1.09384,0.01098901098901099,0,test,0.06011227281289533
28151.0,12.03,6.4,0,264.0,4,15835.0,0.229,-1.0,54.2,0,0.5625022201697986,2.75487,0.0,1,test,0.148772386672951
64567.0,13.17,4.4,2,134.0,6,13880.0,0.17,35.0,85.9,0,0.21497049576409002,2.2389,0.014925373134328358,0,train,0.15060368007442324
50907.0,10.54,1.0,0,57.0,11,8083.0,0.201,-1.0,82.7,0,0.15877973559628342,2.11854,0.0,0,train,0.21343086338625783
20797.0,14.87,2.6,0,54.0,6,5612.0,0.239,-1.0,92.3,0,0.2698466124921864,3.55393,0.0,0,test,0.35965955919893505
52489.5,10.1,3.3,0,46.0,5,9412.0,0.086,-1.0,95.1,0,0.17931205288676783,0.8685999999999999,0.0,0,train,0.10180202580385082
45182.0,18.18,3.8,4,118.0,14,6644.0,0.139,1.0,77.6,0,0.14704971006152892,2.5270200000000003,0.03389830508474576,1,train,0.6086042498102786
95796.0,17.06,4.2,4,179.0,7,7983.0,0.102,1.0,69.9,0,0.08333333333333333,1.7401199999999997,0.0223463687150838,1,train,0.13086757160492715
10554.0,18.33,2.4,2,102.0,9,10406.0,0.276,15.0,64.3,0,0.9859768808034868,5.05908,0.0196078431372549,1,train,0.6820281472197577
82693.0,13.94,6.9,3,227.0,0,14345.0,0.122,24.0,78.2,0,0.1734729662728405,1.70068,0.013215859030837005,0,train,0.17143351786485822
66710.0,8.42,6.4,0,225.0,7,11283.0,0.151,-1.0,84.3,0,0.16913506220956379,1.27142,0.0,0,train,0.025526687852339726
83787.0,13.07,6.0,1,124.0,5,17710.0,0.24,87.0,38.3,0,0.21136930550085337,3.1368,0.008064516129032258,0,test,0.11640650554831664
52489.5,8.63,0.3,0,187.0,0,6933.0,0.187,-1.0,82.2,0,0.13208355956905668,1.6138100000000002,0.0,0,train,0.1299165659082857
64774.0,10.44,0.0,0,111.0,10,6073.0,0.259,-1.0,90.8,0,0.09375675425324977,2.70396,0.0,0,test,0.09491585874344992
80104.0,14.44,0.0,2,322.0,3,9886.0,0.154,3.0,71.9,0,0.1234145610706082,2.22376,0.006211180124223602,0,train,0.20175792979947033
17701.0,9.47,5.8,0,132.0,10,4915.0,0.33,-1.0,84.3,0,0.27766792836562904,3.1251,0.0,0,train,0.16144353847150422
62348.0,10.64,8.5,0,219.0,10,18015.0,0.209,-1.0,86.7,0,0.2889427086674793,2.22376,0.0,0,train,0.033552652944015
90222.0,12.6,4.9,0,136.0,6,9016.0,0.149,-1.0,78.0,0,0.09993128061891778,1.8774,0.0,0,test,0.04767221851744701
103442.0,8.93,8.1,2,176.0,11,11322.0,0.161,46.0,78.8,0,0.10945264012683437,1.43773,0.011363636363636364,0,train,0.05663656876186964
54623.0,18.02,6.1,4,89.0,4,5288.0,0.102,18.0,35.2,0,0.09680903648646175,1.83804,0.0449438202247191,0,train,0.574508395423864
